Date,Open,High,Low,Close,Volume
2022-01-03 00:00:00-05:00,124.08590357202544,124.35164523044384,122.34478883566126,124.09506225585938,6839800
2022-01-04 00:00:00-05:00,124.01259304607659,124.82816336031863,123.14204266298823,123.8568115234375,6298300
2022-01-05 00:00:00-05:00,123.71019204490017,126.59675759952495,123.71019204490017,124.50743103027344,7724900
2022-01-06 00:00:00-05:00,124.99310514749384,125.231370759139,123.85681308970443,123.92095184326172,4667000
2022-01-07 00:00:00-05:00,123.93927278206813,124.47992873077236,122.91294094958246,123.6002197265625,8630300
2022-01-10 00:00:00-05:00,123.78349539132577,125.45128467463604,123.31615084120145,124.98394012451172,9794400
2022-01-11 00:00:00-05:00,124.48911755819938,125.62540966804666,123.52692434896872,125.51544952392578,7159400
2022-01-12 00:00:00-05:00,125.10308145824524,125.9003204459951,124.65405424459274,125.80867767333984,6589300
2022-01-13 00:00:00-05:00,124.99390339856602,125.10500456957368,123.04954813901617,123.62360382080078,8386400
2022-01-14 00:00:00-05:00,123.46619873416883,125.96607383379606,122.48475331098558,125.79940795898438,10484500
2022-01-18 00:00:00-05:00,125.46608770734788,127.75301415083145,125.25313910360282,126.64196014404297,12341900
2022-01-19 00:00:00-05:00,126.29940867373188,127.30861539784517,124.8457689747445,125.1883544921875,6196700
2022-01-20 00:00:00-05:00,124.53095235582721,124.80871938738895,122.91066115417146,123.16990661621094,6612800
2022-01-21 00:00:00-05:00,123.19769156276824,124.2994919267037,121.91071787255052,122.19773864746094,7583000
2022-01-24 00:00:00-05:00,122.97550278896858,123.37362477800518,118.75347419373645,122.36441802978516,13733800
2022-01-25 00:00:00-05:00,121.74405562735814,124.36429964554976,121.09592784948627,123.22545623779297,10296500
2022-01-26 00:00:00-05:00,123.4106299808191,125.43831093638258,122.98473277835528,124.28096008300781,8040300
2022-01-27 00:00:00-05:00,125.45684844342846,128.04931750988985,125.32722569649638,125.89201354980469,8869100
2022-01-28 00:00:00-05:00,125.9105285486714,127.75302220332048,124.62355486852279,127.69747161865234,8014400
2022-01-31 00:00:00-05:00,126.67903875837716,127.00308861520206,125.56797031262852,126.74384307861328,10300000
2022-02-01 00:00:00-05:00,127.18823634064246,127.62340143101162,125.95681322617439,126.84566497802734,7413900
2022-02-02 00:00:00-05:00,125.37352675659282,129.0770500817805,123.18844742961929,128.34559631347656,11363100
2022-02-03 00:00:00-05:00,129.16036496621825,131.20656764536434,128.73445360385267,130.2991943359375,10272700
2022-02-04 00:00:00-05:00,129.76217257175372,132.21576486785688,128.91036403544686,130.22511291503906,6921500
2022-02-07 00:00:00-05:00,130.7065913370272,132.41020862482003,129.92885485275045,131.96578979492188,9597800
2022-02-08 00:00:00-05:00,131.50283890362434,132.95647843054618,130.7806530647137,132.87313842773438,7559500
2022-02-09 00:00:00-05:00,133.3083218023147,133.3083218023147,132.25281819070688,132.5861358642578,5989100
2022-02-10 00:00:00-05:00,132.53980664043604,133.7156789972747,131.76207030128393,132.13243103027344,7333400
2022-02-11 00:00:00-05:00,132.27131821602202,132.9657287454787,131.04914890282544,131.48431396484375,6475200
2022-02-14 00:00:00-05:00,131.2713794871429,132.5768748137097,129.10482179272555,132.4009552001953,9931900
2022-02-15 00:00:00-05:00,132.7249908809009,134.6785995299677,132.58610031293438,134.0304718017578,9530100
2022-02-16 00:00:00-05:00,134.0119767032224,136.30815686799897,133.47496420549385,135.05821228027344,8028900
2022-02-17 00:00:00-05:00,134.06753178168657,134.68787017198787,132.93795616716227,134.2249298095703,5486600
2022-02-18 00:00:00-05:00,133.9656836650266,134.92859339778605,132.74351433302027,133.35459899902344,7585900
2022-02-22 00:00:00-05:00,130.78066564843564,135.50266347518863,130.78066564843564,134.77120971679688,11576800
2022-02-23 00:00:00-05:00,135.38229376024893,137.3544244150725,134.5860356950553,135.88226318359375,9271000
2022-02-24 00:00:00-05:00,132.96572028216283,134.90080744373674,132.8360975566942,134.502685546875,12070200
2022-02-25 00:00:00-05:00,135.29896451509836,139.21543630539418,135.22489235647706,138.45620727539062,8320700
2022-02-28 00:00:00-05:00,135.7804172001909,137.10443412509167,134.95638383187259,136.81741333007812,11090600
2022-03-01 00:00:00-05:00,136.72479508144033,138.41915838104137,135.37301723224016,136.74331665039062,7489900
2022-03-02 00:00:00-05:00,136.75260195172095,140.03948187247377,136.30818308900643,138.4840087890625,8247200
2022-03-03 00:00:00-05:00,138.70619987969516,139.61355910458343,137.81736222652862,139.26173400878906,5408400
2022-03-04 00:00:00-05:00,137.5858858793609,139.51170541777321,137.12294550174232,139.40060424804688,5389500
2022-03-07 00:00:00-05:00,137.956250717888,139.5765422531652,137.20628946772536,138.37289428710938,7137700
2022-03-08 00:00:00-05:00,137.9562322123368,138.78026551748565,135.51190758925785,136.24334716796875,8817500
2022-03-09 00:00:00-05:00,137.27109286815437,138.98397813087868,136.80815243258792,137.80810546875,5368900
2022-03-10 00:00:00-05:00,137.0951718359947,138.65064474189612,136.75258634557508,138.11363220214844,4635700
2022-03-11 00:00:00-05:00,138.2710405475935,139.25247197252168,137.9377228817858,138.0117950439453,5171400
2022-03-14 00:00:00-04:00,139.55801073237433,141.63198883571513,137.97476245662014,140.82647705078125,8647200
2022-03-15 00:00:00-04:00,140.97461097161803,144.83553236153068,140.8820313647311,144.32630920410156,8384300
2022-03-16 00:00:00-04:00,144.90034715333385,145.1966357946815,142.141226287929,144.48370361328125,7178900
2022-03-17 00:00:00-04:00,145.52066978568706,146.85394027119798,144.6318322138921,146.83541870117188,7227900
2022-03-18 00:00:00-04:00,146.289183770744,147.62245454151105,145.4929256230815,147.40023803710938,9912800
2022-03-21 00:00:00-04:00,148.09461636111666,149.02049706875454,147.2057787933626,148.1872100830078,5825000
2022-03-22 00:00:00-04:00,148.18722014435204,148.41869033697745,146.30768331045925,148.15017700195312,5756600
2022-03-23 00:00:00-04:00,148.15017126945008,149.23345003368243,146.62247370836266,146.6780242919922,6300600
2022-03-24 00:00:00-04:00,147.41873043332686,148.81680524460947,147.07615908535465,148.40016174316406,4638100
2022-03-25 00:00:00-04:00,148.65015910684954,149.97416181464135,148.35387048177154,149.37234497070312,5129400
2022-03-28 00:00:00-04:00,148.70569128132146,150.02044010473696,147.705738487213,149.9648895263672,4516500
2022-03-29 00:00:00-04:00,150.90932288037223,151.1778221071668,149.3353141534248,150.1593475341797,6154100
2022-03-30 00:00:00-04:00,149.73342417188218,152.16849487259813,149.73342417188218,151.6129608154297,5151800
2022-03-31 00:00:00-04:00,150.85374306298579,152.45552692451832,150.08527447680325,150.0945281982422,8670100
2022-04-01 00:00:00-04:00,150.1315530256162,150.98337572009228,148.23350885277196,150.6222686767578,5703300
2022-04-04 00:00:00-04:00,150.45564177916594,151.69631875762175,149.4927318880205,149.89085388183594,6892400
2022-04-05 00:00:00-04:00,149.89081568537236,153.65915665746823,149.84451882798157,151.31666564941406,6683300
2022-04-06 00:00:00-04:00,152.29814189856805,156.72385110917776,151.65928186925146,156.39053344726562,8810800
2022-04-07 00:00:00-04:00,155.2424234253768,161.6495165104724,155.12205440715442,160.43661499023438,7469000
2022-04-08 00:00:00-04:00,160.1773786193291,162.87169514169514,159.7144382186952,161.9921112060547,7204200
2022-04-11 00:00:00-04:00,161.93656417528354,162.06618693650398,156.77016117248115,157.2423553466797,8163200
2022-04-12 00:00:00-04:00,156.76086486213404,157.91821577999613,153.89064306252735,154.9091033935547,8279700
2022-04-13 00:00:00-04:00,154.0687141827639,154.0687141827639,146.08515068916978,148.41952514648438,18312600
2022-04-14 00:00:00-04:00,147.39244401533045,153.01360878797328,146.43068264983634,151.5569610595703,11074800
2022-04-18 00:00:00-04:00,151.2301388422498,152.00513871479663,148.23279541857158,148.80238342285156,6500200
2022-04-19 00:00:00-04:00,149.77349747078594,149.86687817192006,143.52672180680466,145.9918212890625,9359900
2022-04-20 00:00:00-04:00,146.00114720123372,147.6258772929883,145.21680063882556,146.31861877441406,6250000
2022-04-21 00:00:00-04:00,146.5987471853012,149.75482668403058,145.05806541404002,148.01805114746094,7903300
2022-04-22 00:00:00-04:00,146.8601896664014,147.83129758442874,144.1149625585955,144.72190856933594,7938300
2022-04-25 00:00:00-04:00,144.5818329947704,146.26258568641612,142.71433317025134,145.9451141357422,6932600
2022-04-26 00:00:00-04:00,146.07582239906768,149.11050927830615,145.4969020768151,145.83303833007812,6787800
2022-04-27 00:00:00-04:00,146.18787028766306,148.93309705217456,144.320370638106,147.17764282226562,6039100
2022-04-28 00:00:00-04:00,147.8686273042595,147.94332900225322,144.114948905453,145.95443725585938,7465000
2022-04-29 00:00:00-04:00,139.65164352529212,139.9317713664561,130.6596267360803,137.14920043945312,25155900
2022-05-02 00:00:00-04:00,136.93441712193274,139.03535439671933,133.93708792205717,138.07359313964844,9690800
2022-05-03 00:00:00-04:00,138.24166501816632,140.75345433756894,138.1482843361197,139.68898010253906,6163400
2022-05-04 00:00:00-04:00,138.36304403511843,142.2754581325872,137.81213505067316,141.54713439941406,5791500
2022-05-05 00:00:00-04:00,142.64897624805178,143.16254154275865,140.09982876193206,142.09805297851562,6869300
2022-05-06 00:00:00-04:00,139.76366609317063,143.34927622715,139.1380554240791,142.70498657226562,6145600
2022-05-09 00:00:00-04:00,141.5751569350773,143.36795505430558,139.063367395027,140.95889282226562,6969000
2022-05-10 00:00:00-04:00,141.24834012020446,144.29235942268417,140.5386811340361,142.01400756835938,6525200
2022-05-11 00:00:00-04:00,141.01492715072686,144.50714298653975,140.94022544195357,141.8926544189453,5630000
2022-05-12 00:00:00-04:00,143.21856622974835,144.12430478528137,140.20254375197044,144.06826782226562,6914800
2022-05-13 00:00:00-04:00,143.2559104795501,144.1616490383857,141.83660661706136,143.3306121826172,6398500
2022-05-16 00:00:00-04:00,143.73212208742328,146.49602819163042,143.11585795258296,145.17010498046875,6565600
2022-05-17 00:00:00-04:00,145.08605822909485,145.46888484441288,142.72367221623918,144.5258026123047,6032200
2022-05-18 00:00:00-04:00,144.5351321361493,145.38484791399176,141.6965388784314,142.33148193359375,6498100
2022-05-19 00:00:00-04:00,141.18297939684268,142.30347640636276,139.39018133203206,141.6685333251953,5994800
2022-05-20 00:00:00-04:00,142.23814157629332,143.34930637444387,138.01758751666168,141.00558471679688,6746400
2022-05-23 00:00:00-04:00,141.60314627727078,141.9299643944406,137.43863030083165,138.2229766845703,6886400
2022-05-24 00:00:00-04:00,137.28924385045877,141.3230501749811,136.8970706102234,139.2314453125,6367200
2022-05-25 00:00:00-04:00,140.39864873926783,142.85441576657342,139.86640440721848,141.8926544189453,5042600
2022-05-26 00:00:00-04:00,141.58448379148285,142.9290857552073,140.4266289342999,140.59471130371094,6659300
2022-05-27 00:00:00-04:00,139.61428877944903,140.1091750857032,137.96154747009277,140.06248474121094,8405000
2022-05-31 00:00:00-04:00,138.79260173862716,139.01670687159665,136.95311306819931,137.6067352294922,11227800
2022-06-01 00:00:00-04:00,137.99887246702968,138.09225314334014,134.7587738678406,136.3461456298828,5597900
2022-06-02 00:00:00-04:00,136.93442082200104,137.32660832870403,133.43285860274196,137.02780151367188,5998900
2022-06-03 00:00:00-04:00,137.02779441287979,138.39107550200563,137.02779441287979,137.4199676513672,4891800
2022-06-06 00:00:00-04:00,137.2612513394266,138.02693318588754,136.0100297467115,136.8223876953125,3912400
2022-06-07 00:00:00-04:00,137.18651948584065,139.4555389183303,136.20607934212023,139.2594451904297,4991200
2022-06-08 00:00:00-04:00,139.0353492064748,139.92242297658407,138.42841749335054,139.36216735839844,4835200
2022-06-09 00:00:00-04:00,139.80105310344464,140.54805596351574,135.67387975522266,135.79525756835938,5642900
2022-06-10 00:00:00-04:00,134.7774564886227,135.04825193712082,132.7325419379416,133.71298217773438,5464700
2022-06-13 00:00:00-04:00,131.52799737719295,132.65784090408707,129.58579608375197,130.1833953857422,5997000
2022-06-14 00:00:00-04:00,130.2020866644726,131.3412626676823,127.28879157319146,128.50265502929688,5861800
2022-06-15 00:00:00-04:00,127.52223864220018,129.87527827859918,127.20475282798354,128.9415283203125,5981800
